,Name,Address,Boundary,City,ES_ZONENUM,IL_HOUSE,Match_addr,NetLabel1,Programs,Ref_ID,School_ID,Track,Type,User_fld,Y,ZIP,Adjusted_SU,Class,COLO,COMMAREA,ES_ZONENM,Governance,Grades,Label_Case,NetLabel2,Network,Status,WARD,Class2,Day20Count,GeoNetwork,Long_,Marker,Match_type,Open_Status,School_Typ,Short_Name,Side,UnitName,Addr_type,ARC_Street,ARC_ZIP,BndGrShort,BoundaryGr,Class3,Grade_Cat,Grades_Short,IL_SENATE,Lat,OBJECTID_1,ORACLE_ID,Pct_along,Phone,Score,Short_Desc,Status_2024,Typenum,US_CONGR,X,fillColor,fillOpacity,POINT_X,POINT_Y,coordinates,schoolHours,afterSchoolHours,earliestDropOffTime,phone,gradesOffered,websiteURL,isTitle1Eligible,studentCount,studentCountLowIncome,studentCountBlack,studentCountHispanic,studentCountWhite,contact_url,is_edlio,is_educational_networks,contact_emails
330,INTER-AMERICAN,851 W WAVELAND AVE,Citywide,"Chicago, IL",5,11,"851 W WAVELAND AVE, 60613",Network,Magnet_Elem_Dual_Immersion||,24897,610078,Standard,Elementary School,0,1924744.266025,60613,0.82,Citywide,0,LAKE VIEW,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Inter-American,Network ES,Network 4,M,44,Elementary Magnet,641,4,-87.651573,blue_circle,A,OPEN,Traditional,INTER-AMERICAN,L,Inter-American Elementary Magnet School,Address,851 W WAVELAND AVE,60613,,,Elementary Magnet,ES,PK-8,6,41.949003,331,29191,86.21,(773)534-5490,100,Inter-American Magnet,Efficient,1,5,1169709.414993,#000000,1,,,"[-87.651579, 41.949011]",9:00 AM-4:00 PM,,8:30AM,7735345490,"PK,K,1,2,3,4,5,6,7,8",https://iamschicago.com,False,617.0,261.0,15.0,528.0,58.0,https://iamschicago.com/apps/contact,False,True,
331,NETTELHORST,3252 N BROADWAY ST,Attendance Area School,"Chicago, IL",5,12,"3252 N BROADWAY ST, 60657",Network,Magnet_Cluster_Fine_Performing_Arts||,21016,610094,Standard,Elementary School,0,1922075.051547,60657,0.77,Attendance Area School,0,LAKE VIEW,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Nettelhorst,Network ES,Network 4,M,44,,646,4,-87.644561,blue_blank,M,OPEN,Traditional,NETTELHORST,L,Louis Nettelhorst Elementary School,Address,3252 N BROADWAY ST,60657,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.941637,332,24661,70,(773)534-5810,100,Nettelhorst ES,Efficient,1,5,1171638.505951,#000000,1,,,"[-87.644567, 41.941644]",08:15 AM-03:15 PM,3:00PM-6:00PM,8:00AM,7735345810,"PK,K,1,2,3,4,5,6,7,8",https://nettelhorst.org,False,653.0,124.0,50.0,96.0,358.0,https://nettelhorst.org/apps/contact,False,True,
332,NEWBERRY,700 W WILLOW ST,Citywide,"Chicago, IL",5,12,"700 W WILLOW ST, 60614",Network,Magnet_Elem_Math_Science||,4366,610095,Standard,Elementary School,0,1911981.87882,60614,0.52,Citywide,0,LINCOLN PARK,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Newberry,Network ES,Network 4,M,43,Elementary Magnet,330,4,-87.64599,blue_circle,A,OPEN,Traditional,NEWBERRY,R,Walter L Newberry Math &amp; Science Academy ES,Address,700 W WILLOW ST,60614,,,Elementary Magnet,ES,PK-8,6,41.913947,333,29231,0,(773)534-8000,100,Newberry Elem Academy,Underutilized,1,5,1171330.604664,#000000,1,,,"[-87.645996, 41.913955]",7:30 AM-2:30 PM,,,7735348000,"PK,K,1,2,3,4,5,6,7,8",http://www.newberryacademy.org,True,331.0,241.0,250.0,54.0,11.0,http://www.newberryacademy.org/apps/contact,False,True,
333,NORWOOD PARK,5900 N NINA AVE,Attendance Area School,"Chicago, IL",1,20,"5900 N NINA AVE, 60631",Network,Magnet_Cluster_World_Language||,42130,610099,Standard,Elementary School,0,1938719.133744,60631,0.85,Attendance Area School,0,NORWOOD PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Norwood Pk,Network ES,Network 1,M,41,,325,1,-87.802979,blue_blank,A,OPEN,Traditional,NORWOOD PARK,L,Norwood Park Elementary School,Address,5900 N NINA AVE,60631,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.988153,334,24711,0,(773)534-1198,100,Norwood Park ES,Efficient,1,5,1128433.904697,#000000,1,,,"[-87.802985, 41.98816]",08:15 AM - 03:15 PM,03:15 - 05:30 PM,08:00 AM,7735341198,"PK,K,1,2,3,4,5,6,7,8",http://norwoodpark.cps.edu,False,312.0,50.0,1.0,110.0,175.0,,,,
334,ONAHAN,6634 W RAVEN ST,Attendance Area School,"Chicago, IL",1,20,"6634 W RAVEN ST, 60631",Network,,27825,610104,Standard,Elementary School,0,1940790.364838,60631,0.95,Attendance Area School,0,NORWOOD PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Onahan,Network ES,Network 1,M,41,,647,1,-87.793108,blue_blank,A,OPEN,Traditional,ONAHAN,R,William J Onahan Elementary School,Address,6634 W RAVEN ST,60631,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,10,41.99379,335,24761,94.44,(773)534-1180,100,Onahan ES,Efficient,1,5,1131104.568975,#000000,1,,,"[-87.793114, 41.993798]",07:45 AM-02:45 PM,3:00-6:00 PM,7:30 AM,7735341180,"PK,K,1,2,3,4,5,6,7,8",https://onahanschool.org,False,647.0,180.0,9.0,202.0,385.0,https://onahanschool.org/apps/contact,False,True,
335,PETERSON,5510 N CHRISTIANA AVE,Attendance Area School,"Chicago, IL",2,15,"5510 N CHRISTIANA AVE, 60625",Network,,44549,610127,Standard,Elementary School,0,1936480.903641,60625,1.08,Attendance Area School,0,NORTH PARK,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Peterson,Network ES,Network 1,M,39,,893,1,-87.712583,blue_blank,A,OPEN,Traditional,PETERSON,L,Mary Gage Peterson Elementary School,Address,5510 N CHRISTIANA AVE,60625,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.981557,336,24941,17.24,(773)534-5070,100,Peterson ES,Efficient,1,5,1153027.033004,#000000,1,,,"[-87.712588, 41.981565]",08:45 AM-03:45 PM,,8:40 AM,7735345070,"PK,K,1,2,3,4,5,6,7,8",http://www.peterson.cps.edu/,True,915.0,509.0,58.0,334.0,233.0,,,,
336,PRESCOTT,1632 W WRIGHTWOOD AVE,Attendance Area School,"Chicago, IL",5,40,"1632 W WRIGHTWOOD AVE, 60614",Network,,7967,610136,Standard,Elementary School,0,1917358.769313,60614,0.92,Attendance Area School,0,LINCOLN PARK,Greater Lincoln Park,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Prescott,Network ES,Network 4,M,32,,415,4,-87.669528,blue_blank,A,OPEN,Traditional,PRESCOTT,R,William H Prescott Elementary School,Address,1632 W WRIGHTWOOD AVE,60614,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,20,41.928841,337,25021,0,(773)534-5505,100,Prescott ES,Efficient,1,5,1164882.206144,#000000,1,,,"[-87.669533, 41.928849]",08:45 AM-03:45 PM,RIGHT AT SCHOOL AS LATE AS 6:30PM, RIGHT AT SCHOOL AS EARLY AS 7AM,7735345505,"K,1,2,3,4,5,6,7,8",https://prescottparents.com,False,461.0,133.0,47.0,133.0,202.0,https://prescottparents.com/apps/contact,False,False,prescottwelcomepack@gmail.com|prescottschoolchicago@gmail.com|clpalmer6@cps.edu|eroche@cps.edu
337,PRUSSING,4650 N MENARD AVE,Attendance Area School,"Chicago, IL",1,19,"4650 N MENARD AVE, 60630",Network,Comprehensive_Gifted||,3394,610137,Standard,Elementary School,0,1930560.795074,60630,0.85,Attendance Area School,0,PORTAGE PARK,Far Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Prussing,Network ES,Network 1,M,45,,661,1,-87.772414,blue_blank,A,OPEN,Traditional,PRUSSING,L,Ernst Prussing Elementary School,Address,4650 N MENARD AVE,60630,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,10,41.965619,338,25031,71.43,(773)534-3460,100,Prussing ES,Efficient,1,5,1136797.284295,#000000,1,,,"[-87.77242, 41.965627]",08:15 AM-03:15 PM,3:15 PM -4:15 PM,8:00 AM,7735343460,"K,1,2,3,4,5,6,7,8",http://prussing.cps.edu,True,643.0,414.0,14.0,336.0,237.0,,,,
338,PULASKI,2230 W MCLEAN AVE,Attendance Area School,"Chicago, IL",4,39,"2230 W MCLEAN AVE, 60647",Network,Magnet_Cluster_IB_Fine_Performing_Arts||Selective_Enrollment_ELL||,20216,610138,Standard,Elementary School,0,1913555.708677,60647,0.89,Attendance Area School,0,LOGAN SQUARE,Greater Milwaukee Avenue,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Pulaski,Network ES,Network 6,M,32,,840,6,-87.683801,blue_blank,A,OPEN,Traditional,PULASKI,R,Pulaski International School of Chicago,Address,2230 W MCLEAN AVE,60647,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,20,41.918486,339,31211,51.72,(773)534-4391,100,Pulaski International School of Chicago,Efficient,1,5,1161026.605259,#000000,1,,,"[-87.683807, 41.918494]",8:45 AM-3:45 PM,3:45 PM -5:00 PM,8:20 AM,7735344391,"PK,K,1,2,3,4,5,6,7,8",http://www.pulaskischool.org,True,886.0,313.0,19.0,447.0,311.0,http://www.pulaskischool.org/apps/contact,False,True,
339,RAVENSWOOD,4332 N PAULINA ST,Attendance Area School,"Chicago, IL",3,13,"4332 N PAULINA ST, 60613",Network,Fine &amp; Performing Arts,48972,610141,Standard,Elementary School,0,1928981.960961,60613,0.97,Attendance Area School,0,LAKE VIEW,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Ravenswood,Network ES,Network 2,M,47,,505,2,-87.670922,blue_blank,A,OPEN,Traditional,RAVENSWOOD,L,Ravenswood Elementary School,Address,4332 N PAULINA ST,60613,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.960746,340,25061,55.17,(773)534-5525,100,Ravenswood ES,Efficient,1,5,1164412.778277,#000000,1,,,"[-87.670928, 41.960754]",08:45 AM-03:45 PM,,,7735345525,"PK,K,1,2,3,4,5,6,7,8",https://www.ravenswoodelementary.org,False,523.0,160.0,44.0,150.0,252.0,https://www.ravenswoodelementary.org/contact/,False,False,user@domain.com|info@ravenswoodelementary.org|naguerrero@cps.edu|cparedes@cps.edu|FORS@ravenswoodelementary.org|FORS@RavenswoodElementary.org|kppicinich@cps.edu|epiper@youth-guidance.org|LSC@ravenswoodelementary.org
340,SAUGANASH,6040 N KILPATRICK AVE,Attendance Area School,"Chicago, IL",2,15,"6040 N KILPATRICK AVE, 60646",Network,,30120,610155,Standard,Elementary School,0,1939919.619532,60646,0.87,Attendance Area School,0,FOREST GLEN,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Sauganash,Network ES,Network 1,M,39,,663,1,-87.745951,blue_blank,A,OPEN,Traditional,SAUGANASH,L,Sauganash Elementary School,Address,6040 N KILPATRICK AVE,60646,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.991169,341,25211,66.67,(773)534-3470,100,Sauganash ES,Efficient,1,5,1143930.254937,#000000,1,,,"[-87.745957, 41.991177]",08:00 AM-03:00 PM,3:00 - 4:00 PM,7:45 AM,7735343470,"PK,K,1,2,3,4,5,6,7,8",http://sauganash.cps.edu,False,695.0,107.0,11.0,153.0,344.0,,,,
341,SOLOMON,6206 N HAMLIN AVE,Attendance Area School,"Chicago, IL",2,15,"6206 N HAMLIN AVE, 60659",Network,Specific_Aptitude||,8703,610182,Standard,Elementary School,0,1940971.760473,60659,0.83,Attendance Area School,0,NORTH PARK,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Solomon,Network ES,Network 1,M,39,,340,1,-87.724043,blue_blank,A,OPEN,Traditional,SOLOMON,L,Hannah G Solomon Elementary School,Address,6206 N HAMLIN AVE,60659,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.993942,342,25431,10.34,(773)534-5226,100,Solomon ES,Efficient,1,5,1149879.017318,#000000,1,,,"[-87.724048, 41.99395]",09:00 AM - 04:00 PM,,,7735345226,"PK,K,1,2,3,4,5,6,7,8",https://solomon.cps.edu,True,319.0,133.0,25.0,47.0,136.0,https://solomon.cps.edu/apps/contact,False,True,
342,WILDWOOD,6950 N HIAWATHA AVE,Attendance Area School,"Chicago, IL",1,15,"6950 N HIAWATHA AVE, 60646",Network,Magnet_Elem_IB||,55186,610230,Standard,Elementary School,0,1945808.503096,60646,0.9,Attendance Area School,0,FOREST GLEN,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Wildwood,Network ES,Network 1,M,45,Elementary Magnet,494,1,-87.778345,blue_blank,A,OPEN,Traditional,WILDWOOD,L,Wildwood IB World Magnet School,Address,6950 N HIAWATHA AVE,60646,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Elementary Magnet,ES,PK-8,8,42.007491,343,25881,69.23,(773)534-1188,100,Wildwood ES,Efficient,1,5,1135085.497365,#000000,1,,,"[-87.778351, 42.007499]",8:45 AM-3:45 PM,3:45-5:30PM,8:20 AM,7735341188,"PK,K,1,2,3,4,5,6,7,8",https://wildwoodIB.org,False,516.0,63.0,20.0,102.0,294.0,https://wildwoodIB.org/apps/contact,False,False,
343,WATERS,4540 N CAMPBELL AVE,Attendance Area School,"Chicago, IL",2,11,"4540 N CAMPBELL AVE, 60625",Network,Fine &amp; Performing Arts; STEM,31091,610220,Standard,Elementary School,0,1930258.746137,60625,0.81,Attendance Area School,0,LINCOLN SQUARE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Waters,Network ES,Network 2,M,47,,655,2,-87.691333,blue_blank,A,OPEN,Traditional,WATERS,L,Thomas J Waters Elementary School,Address,4540 N CAMPBELL AVE,60625,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.964365,344,25781,74.07,(773)534-5090,100,Waters ES,Efficient,1,5,1158851.725094,#000000,1,,,"[-87.691338, 41.964373]",8:00 AM - 3:00 PM,03:00 PM-06:00 PM,7:00 AM,7735345090,"PK,K,1,2,3,4,5,6,7,8",http://www.waterselementary.org,False,701.0,128.0,11.0,166.0,418.0,,,,
344,EDISON PARK,6220 N OLCOTT AVE,Attendance Area School,"Chicago, IL",1,20,"6220 N OLCOTT AVE, 60631",Network,,38740,610523,Standard,Elementary School,0,1940918.715631,60631,0.81,Attendance Area School,0,NORWOOD PARK,Far Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Edison Park,Network ES,Network 1,M,41,,427,1,-87.813771,blue_blank,A,OPEN,Traditional,EDISON PARK,L,Edison Park Elementary School,Address,6220 N OLCOTT AVE,60631,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,10,41.994238,345,28081,76.92,(773)534-0960,100,Edison Park ES,Efficient,1,5,1125486.546746,#000000,1,,,"[-87.813777, 41.994246]",07:45 AM-02:45 PM,,,7735340960,"K,1,2,3,4,5,6,7,8",https://edisonparkelementary.org,False,408.0,64.0,6.0,96.0,278.0,https://edisonparkelementary.org/apps/contact,False,True,
345,ALCOTT HS,2957 N HOYNE AVE,Citywide,"Chicago, IL",2,40,"2957 N HOYNE AVE, 60618",Network,,43473,610524,Standard,High School,0,1919869.569737,60618,0.86,Citywide,0,NORTH CENTER,Northwest Side,District,"9, 10, 11, 12",Alcott Prep HS,Network HS,Network 15,M,32,,371,14,-87.680562,red_circle,A,OPEN,Traditional,ALCOTT HS,R,Louisa May Alcott College Preparatory HS,Address,2957 N HOYNE AVE,60618,,,Citywide,HS,9-12,20,41.935795,346,70241,96.55,(773)534-5970,100,Alcott College Prep,Efficient,3,5,1161860.233185,#000000,1,,,"[-87.680568, 41.935802]","M, T, W, TH: 7:45 AM-3:05 PM F:7:45 AM-2:07 PM",,7:15 AM,7735345970,"9,10,11,12",https://alcottcollegeprep.org,True,359.0,256.0,54.0,240.0,50.0,https://alcottcollegeprep.org/apps/contact,False,True,
346,ALCOTT ES,2625 N ORCHARD ST,Attendance Area School,"Chicago, IL",5,12,"2625 N ORCHARD ST, 60614",Network,,36435,609774,Standard,Elementary School,0,1917775.903977,60614,0.65,Attendance Area School,0,LINCOLN PARK,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Alcott,Network ES,Network 4,M,43,,572,4,-87.646413,blue_blank,A,OPEN,Traditional,ALCOTT ES,R,Louisa May Alcott College Preparatory ES,Address,2625 N ORCHARD ST,60614,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.92985,347,22041,60,(773)534-5460,100,Alcott ES,Underutilized,1,5,1171169.083334,#000000,1,,,"[-87.646419, 41.929858]",7:30AM - 2:30PM,2:45 PM - 6:30 PM J AT SCHOOL AFTER-CARE PROGRAM,7:30 AM,7735345460,"PK,K,1,2,3,4,5,6,7,8",https://alcottelementary.net,False,557.0,64.0,36.0,89.0,310.0,https://alcottelementary.net/apps/contact,False,True,
347,OGDEN ES,24 W WALTON ST,Attendance Area School,"Chicago, IL",8,12,"24 W WALTON ST, 60610",Network,Magnet_Cluster_IB||,23216,610101,Standard,Elementary School,0,1906927.788862,60610,0.64,Citywide,0,NEAR NORTH SIDE,Central Area,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Ogden,Network ES,Network 15,M,2,,910,6,-87.629297,blue_blank,A,OPEN,Traditional,OGDEN ES,R,William B Ogden Elementary School,Address,24 W WALTON ST,60610,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Citywide,ES,PK-8,6,41.899976,348,24731,64.71,(773)534-8110,100,Ogden ES,Underutilized,1,5,1175916.090244,#000000,1,,,"[-87.629302, 41.899984]","EAST: 8:30 AM-3:30 PM, JENNER 8:45AM-3:45PM",JENNER: OPEN UNTIL 5:00PM,"EAST: 8:00AM, JENNER: 8:15AM",7735348110,"PK,K,1,2,3,4,5,6,7,8",https://ogden.cps.edu,False,826.0,364.0,374.0,167.0,142.0,https://ogden.cps.edu/apps/contact,False,True,
348,DISNEY II ES,3815 N KEDVALE AVE,Citywide,"Chicago, IL",1,19,"3815 N KEDVALE AVE, 60641",Network,Magnet_Elem_Fine_Performing_Arts_Technology||,16165,610515,Standard,Elementary School,0,1925114.034642,60641,0.93,Citywide,0,IRVING PARK,Far Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6",Disney II,Network ES,Network 14,M,30,Elementary Magnet,431,1,-87.730678,blue_circle,A,OPEN,Traditional,DISNEY II ES,R,Disney II Magnet Elementary School,Address,3815 N KEDVALE AVE,60641,,,Elementary Magnet,ES,PK-6,10,41.950461,349,26921,24.14,(773)534-3750,100,Disney II Elementray School,Efficient,1,5,1148186.6188,#000000,1,,,"[-87.730684, 41.950468]",08:30 AM-03:30 PM,3:30 - 6:00 PM,8:00 AM,7735343750,"PK,K,1,2,3,4,5,6",https://disneyiimagnet.org,False,423.0,116.0,25.0,178.0,162.0,https://disneyiimagnet.org/apps/contact,False,True,
349,KENNEDY HS,6325 W 56TH ST,Attendance Area School,"Chicago, IL",12,22,"6325 W 56TH ST, 60638",Network,IB||,40534,609718,Standard,High School,0,1866536.563871,60638,1.61,Attendance Area School,1,GARFIELD RIDGE,Greater Midway,District,"9, 10, 11, 12",Kennedy HS,Network HS,Network 16,M,13,,1601,16,-87.78084,red_blank,A,OPEN,Traditional,KENNEDY HS,L,John F Kennedy High School,Address,6325 W 56TH ST,60638,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,11,41.789961,350,46201,92.31,(773)535-2325,100,Kennedy HS,Overcrowded,3,6,1134917.899603,#000000,1,,,"[-87.780846, 41.789969]",7:30 AM-2:45 PM,2:45 - 8:00 PM,6:45 AM,7735352325,"9,10,11,12",http://www.kennedy.cps.edu,True,1531.0,999.0,68.0,1271.0,174.0,http://www.kennedy.cps.edu/apps/contact,False,True,
350,BYRNE,5329 S OAK PARK AVE,Attendance Area School,"Chicago, IL",12,21,"5329 S OAK PARK AVE, 60638",Network,,44727,609832,Standard,Elementary School,0,1868365.350896,60638,0.67,Attendance Area School,0,GARFIELD RIDGE,Greater Midway,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Byrne,Network ES,Network 10,M,23,,580,10,-87.791544,blue_blank,A,OPEN,Traditional,BYRNE,L,Michael M Byrne Elementary School,Address,5329 S OAK PARK AVE,60638,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,11,41.795031,351,22501,48.28,(773)535-2170,100,Byrne ES,Underutilized,1,6,1131987.012092,#000000,1,,,"[-87.79155, 41.795039]",07:45 AM-02:45 PM,,,7735352170,"K,1,2,3,4,5,6,7,8",https://byrnecps.org,True,604.0,295.0,23.0,439.0,138.0,https://byrnecps.org/apps/contact,False,True,
351,CASSELL,11314 S SPAULDING AVE,Attendance Area School,"Chicago, IL",15,35,"11314 S SPAULDING AVE, 60655",ISP,Magnet_Cluster_Fine_Performing_Arts||,18065,609849,Standard,Elementary School,0,1829290.595056,60655,0.87,Attendance Area School,0,MOUNT GREENWOOD,Far Southwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Cassell,ISP ES,ISP,M,19,,354,10,-87.703215,blue_blank,A,OPEN,Traditional,CASSELL,R,George F Cassell Elementary School,Address,11314 S SPAULDING AVE,60655,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,18,41.687347,352,22651,35,(773)535-2640,100,Cassell ES,Efficient,1,6,1156360.309146,#000000,1,,,"[-87.703221, 41.687355]",08:00 AM-03:00 PM,,7:40 AM,7735352640,"K,1,2,3,4,5,6,7,8",https://cassell.cps.edu,False,363.0,83.0,22.0,90.0,237.0,https://cassell.cps.edu/contact.html,False,False,
352,DORE,7134 W 65TH ST,Attendance Area School,"Chicago, IL",12,22,"7134 W 65TH ST, 60638",Network,,52933,609893,Standard,Elementary School,0,1860651.633712,60638,0.48,Attendance Area School,0,CLEARING,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Dore,Network ES,Network 10,M,13,,736,10,-87.799359,blue_blank,A,OPEN,Traditional,DORE,R,John C Dore Elementary School,Address,7134 W 65TH STREET,60638,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,11,41.773899,353,23001,13.79,(773)535-2080,100,Dore ES,Underutilized,1,6,1129903.859762,#000000,1,,,"[-87.799365, 41.773907]",7:45 AM-2:45 PM,CHECK DORE CSI SCHEDULE,7:30 AM,7735352080,"PK,K,1,2,3,4,5,6,7,8",https://www.dorebulldogschicago.org,False,746.0,356.0,17.0,589.0,124.0,https://www.dorebulldogschicago.org/apps/contact,False,True,
353,KELLOGG,9241 S LEAVITT ST,Attendance Area School,"Chicago, IL",15,36,"9241 S LEAVITT ST, 60643",Network,Magnet_Cluster_IB||,28526,610016,Standard,Elementary School,0,1843159.848485,60643,1.38,Attendance Area School,0,BEVERLY,Far Southwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Kellogg,Network ES,Network 10,M,19,,289,10,-87.677233,blue_blank,M,OPEN,Traditional,KELLOGG,L,Kate S Kellogg Elementary School,Address,9241 S LEAVITT ST,60643,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,18,41.725263,354,23971,10,(773)535-2590,100,Kellogg ES,Overcrowded,1,6,1163352.068456,#000000,1,,,"[-87.677238, 41.725271]",07:45 AM-02:45 PM,,7:30AM BREAKFAST,7735352590,"K,1,2,3,4,5,6,7,8",http://kellogg.cps.edu,False,301.0,100.0,236.0,17.0,43.0,http://kellogg.cps.edu/apps/contact,False,True,
354,HALE,6140 S MELVINA AVE,Attendance Area School,"Chicago, IL",12,22,"6140 S MELVINA AVE, 60638",Network,,33942,609960,Standard,Elementary School,0,1862984.123797,60638,0.89,Attendance Area School,0,CLEARING,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hale,Network ES,Network 10,M,13,,769,10,-87.776579,blue_blank,A,OPEN,Traditional,HALE,R,Nathan Hale Elementary School,Address,6140 S MELVINA AVE,60638,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,11,41.780192,355,23491,68.97,(773)535-2265,100,Hale ES,Efficient,1,6,1136102.96449,#000000,1,,,"[-87.776584, 41.7802]",07:45 AM-02:45 PM,,7:25,7735352265,"PK,K,1,2,3,4,5,6,7,8",https://haleschool.org,True,779.0,490.0,39.0,647.0,79.0,https://haleschool.org/apps/contact,False,True,
355,KINZIE,5625 S MOBILE AVE,Attendance Area School,"Chicago, IL",12,22,"5625 S MOBILE AVE, 60638",ISP,Specific_Aptitude||,7721,610026,Standard,Elementary School,0,1866540.177381,60638,0.8,Attendance Area School,1,GARFIELD RIDGE,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Kinzie,ISP ES,ISP,M,13,,673,10,-87.779483,blue_blank,A,OPEN,Traditional,KINZIE,L,John H Kinzie Elementary School,Address,5625 S MOBILE AVE,60638,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,11,41.789965,356,24071,0,(773)535-2425,100,Kinzie ES,Efficient,1,6,1135287.996303,#000000,1,,,"[-87.779488, 41.789972]",07:30AM-02:30 PM,,7:25 AM,7735352425,"PK,K,1,2,3,4,5,6,7,8",http://kinzie.cps.edu,True,626.0,400.0,29.0,493.0,98.0,,,,
356,MOUNT GREENWOOD,10841 S HOMAN AVE,Attendance Area School,"Chicago, IL",15,35,"10841 S HOMAN AVE, 60655",ISP,,37586,610082,Standard,Elementary School,0,1832341.463626,60655,0.98,Attendance Area School,0,MOUNT GREENWOOD,Far Southwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Mt. Greenwood,ISP ES,ISP,M,19,,1155,10,-87.70581,blue_blank,A,OPEN,Traditional,MOUNT GREENWOOD,L,Mount Greenwood Elementary School,Address,10841 S HOMAN AVE,60655,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,18,41.695734,357,24591,68.97,(773)535-2786,100,Mount Greenwood ES,Efficient,1,6,1155629.393285,#000000,1,,,"[-87.705816, 41.695742]",7:45 AM-2:45 PM,,7:45,7735352786,"PK,K,1,2,3,4,5,6,7,8",https://mtgreenwood.cps.edu,False,1174.0,202.0,34.0,194.0,915.0,https://mtgreenwood.cps.edu/contact.html,False,False,
